id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P940,""Del diligenciamiento de las actuaciones notariales en base a la Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y Otras Diligencias, se debe formar expediente, es una afirmación de la cual le piden opinión a usted notario. ¿y usted responde?"",,Sí,1.0,No,0.0,Tal vez,0.0,No estoy seguro,0.0 ";;;;;;;;
"P941,""Diligencias de traducción del castellano al francés de una partida de nacimiento, ¿cómo se procede?"",,Se necesita un traductor jurado,1.0,Cualquier persona puede traducir,0.0,No se requiere traducción,0.0,La traducción se realiza en el notario,0.0 ";;;;;;;;
"P942,""El notario extravía su protocolo este fin de semana, inmediatamente después de haber celebrado un matrimonio y sin haber expedido los testimonios correspondientes, ¿qué consecuencias produce y cómo se procede?"",,Se considera nulo el matrimonio celebrado.,0.0,Se debe realizar una reconstrucción del protocolo extraviado.,0.0,El notario debe notificar a las autoridades competentes.,0.0,Se requiere la inmediata búsqueda y localización del protocolo.,1.0 ";;;;;;;;
P943,¿qué opina usted de la decisión tomada por el Notario?,,La decisión es correcta.,1.0,La decisión es incorrecta.,0.0,No tengo una opinión formada.,0.0,Depende de la interpretación legal.,0.0 ;;;;;;;;
"P944,""El Registro de la Propiedad Raíz observa para inscripción una escritura de donación de inmueble, por haberse consignado erróneamente el número de NIT del donante, la extensión superficial del inmueble y su ubicación, ¿cómo debe realizarse?"",,Rectificación mediante escritura pública,0.0,Presentar una nueva escritura,0.0,Solicitar la corrección administrativamente,1.0,No es necesario hacer nada,0.0 ";;;;;;;;
"P945,""La constitución de una Sociedad por Acciones Simplificadas se realizará a través de formulario  sin embargo, la modificación, transformación, disolución y liquidación de la misma, se realizarán de la siguiente manera:"",Art. 305-A Inc. 3o del Código de Comercio,""La constitución de este tipo de sociedad se realizará a través de formulario pero su modificación, transformación, disolución y liquidación se realizarán a través de escritura pública"",0.0,""La constitución, modificación, transformación, disolución y liquidación deberán realizarse a través de escritura pública."",0.0,""La constitución de estas sociedades se realizará a través de escritura pública pero su modificación, transformación, disolución y liquidación se realizarán en formulario."",0.0,""La constitución, modificación, transformación, disolución y liquidación de este tipo de sociedades se realizará a través de formulario que el Registro de Comercio pone a disposición, los cuales deberán ser asentados."",1.0";;;;;;;;
"P946,""Cuando el legislador señala que el formulario para inscripción de una Sociedad por Acciones Simplificada deberá utilizar firma electrónica certificada para la firma de los accionistas, significa que:"",Art. 305-B Romano IX del Código de Comercio,El formulario sin importar su forma de presentación debe firmarse con firma electrónica certificada,0.0,El formulario deberá imprimirse y firmarse con firma electrónica certificada,0.0,""El formulario cuando sea presentado en formato electrónico, deberá suscribirse con firma electrónica certificada"",1.0,El formulario no podrá presentarse en formato físico sino solo de manera electrónica,0.0 ";;;;;;;;
"P947,""Dos personas le consultan que es su deseo constituir una Sociedad por Acciones Simplificadas y que desean emitir acciones representadas a través de títulos electrónicos para documentar el capital social, le consulta si es posible hacerlo de esta manera y Usted le responde:"",Art. 305-D Inc. 1o del Código de Comercio,Que no es posible porque las acciones societarias solo pueden emitirse de forma física.,0.0,""Que las acciones representadas a través de títulos electrónicos no tienen ningún respaldo legal y por tanto, no pueden emitirse de esta manera"",0.0,""Que las acciones representadas a través de títulos electrónicos son muy riesgosas  No y que por lo tanto, no deben emitirse en ninguna sociedad."",0.0,Si es posible emitir acciones representadas a través de títulos electrónicos de  Si conformidad a la Ley.,1.0 ";;;;;;;;
"P948,""Dos personas que ha constituido una Sociedad por Acciones Simplificadas y cuentan con un capital social de $10,000 le exponen que se encuentran interesados en cotizar acciones en la Bolsa de Valores para lo que le piden su asesoría y asistencia legal, a lo que Usted responde:"",Art. 305-H del Código de Comercio,Que los socios en todo tipo de sociedad tienen derecho para cotizar acciones en la Bolsa de Valores,0.0,Las Sociedades por Acciones Simplificadas no pueden cotizar en Bolsa sino es cumpliendo los requisitos establecidos en la Ley del Mercado de Valores,0.0,Las acciones emitidas por la Sociedad por Acciones Simplificadas pueden cotizarse en Bolsa solo si son en múltiplos de un dólar de los Estados Unidos de América,0.0,""Las acciones emitidas por la Sociedad por Acciones Simplificadas tienen prohibido inscribirse en el Registro Público Bursátil, por lo tanto, no pueden negociarse en la Bolsa de Valores."",1.0 ";;;;;;;;
"P949,¿cuáles son las consecuencias legales de la sociedad respecto al saldo?,Art. 305-U No. 6 del Código de Comercio,Que es normal que el saldo de la cuenta bancaria suba o baje y que no tiene ninguna consecuencia legal,0.0,""Que como la Sociedad por Acciones Simplificadas puede optar por el régimen de capital variable, no importa que el capital social suba o baje"",0.0,Que como el saldo de la cuenta bancaria no llega a $0.0 no tiene ninguna consecuencia legal,0.0,Que la disminución del capital social a menos de $1 produce la disolución de la Sociedad por Acciones Simplificadas,1.0 ";;;;;;;;
P950,Toda documentación para fines electorales que se presente ante el Tribunal Supremo electoral deberá ser certificada ante notario excepto:,Art. 339 Código Electoral,Fotocopia de Documento único de Identidad,0.0,Fotocopia de certificación de partida de nacimiento,0.0,Fotocopia de solvencia de impuesto sobre la renta,0.0,Ninguna de las opciones es correcta,1.0 ;;;;;;;;
"P951,Tendrán facultad para examinar el libro de protocolo en vigencia:,Art. 120 C Tributario.,La Superintendencia del Sistema Financiero en su función reguladora,0.0,El Ministerio de Hacienda en su función de fiscalización tributaria,1.0,""La Defensoría del Consumidor, en su función de protección a los derechos del consumidor"",0.0,Ninguna de las opciones es correcta,0.0 ";;;;;;;;
"P952,""El señor Rodolfo Méndez, luego de superar un cáncer, le solicita sus oficios notariales, en atención a que desea constituir usufructo sobre un inmueble de su propiedad en el que ha sembrado todos tipo de arboles frutales, a favor de la Fundación Ayúdame a Vivir, y garantizar así el abastecimiento de frutas, durante cuarenta años. Usted le expresa:"",""Art. 774 Código Civil, establece que en este caso no puede ser mayor de treinta años, el plazo de la constitución de usufructo."",""Que el plazo máximo en el caso planteado, según el Código Civil es de treinta años."",1.0,Que no hay disposición legal alguna que prohiba constituir el usufructo para el plazo solicitado.,0.0,""Que en base al principio de la autonomía de la voluntad, puede constituir el usufructo para cuarenta años."",0.0,""Que puede constituirlo por el plazo de cuarenta años y transcurridos diez años del plazo, debe ratificarlo."",0.0 ";;;;;;;;
"P953,""El abogado Luis González está acostumbrado a formalizar sus servicios legales a través de contrato de prestación de servicios en el que consigna el tipo de servicio a prestar y el monto de sus honorarios a través de escritura pública suscrita con su cliente. Ahora, representará a su mejor amigo en un divorcio y no le cobrará ningún honorario, le consulta que tipo de contrato es. Usted le indica:"",Art. 1275 Código Civil.,Que se trata de un contrato de prestación de servicios legales de forma gratuita,1.0,Que se trata de un contrato de donación de servicios profesionales porque no le está cobrando nada,0.0,Que se trata de un contrato de arrendamiento pero sin establecimiento de cánon porque no se cobrará nada,0.0,Que se trata de un contrato de prestación de servicios pero que debe colocar el valor del servicio aunque no se pague nada.,0.0 ";;;;;;;;
"P954,""Un representante legal de una sociedad le expone que es el deseo de la junta general de accionistas donar un lote de maquinaria a favor de otra sociedad, pero la donataria solicita que se incluya en la escritura una cláusula de indemnización por vicios ocultos si la maquinaria se entrega descompuesta, y Usted le contesta:"",Art. 1295 Código Civil.,Que es posible agregar la cláusula de indemnización porque todo tipo de contrato genera indemnización derivada de vicios ocultos,0.0,""Que si las partes se encuentran de acuerdo en agregar la cláusula de indemnización por vicios ocultos, se colocará en la escritura"",0.0,Que si la maquinaria presenta vicios ocultos siempre habría indemnización por vicios ocultos aunque no hubiera una cláusula en el contrato de donación,0.0,Que no se puede agregar una cláusula de indemnización porque está prohibido el saneamiento por vicios ocultos en el contrato de donación,1.0 ";;;;;;;;
"P955,¿Qué debe decidir usted respecto al matrimonio entre Fernanda Vega y Alejandro Rustrían?,Artículos 14 y 15 del Código de Familia,""Que celebrara el matrimonio entre Fernanda Vega y Alejandro Rustrían, ya que no existe ningún impedimento legal que imposibilite que contraigan matrimonio."",1.0,""Que no celebrara el matrimonio entre Fernanda Vega y Alejandro Rustrían, ya que no se cuenta con la autorización expresa de sus padres para contraer matrimonio."",0.0,""Que celebrara el matrimonio entre Fernanda Vega y Alejandro Rustrían, pero levantara un acta en la que se determine el vínculo filial en el que comparecen ambos contrayentes."",0.0,""Que no celebrara el matrimonio entre Fernanda Vega y Alejandro Rustrían, en virtud del vínculo filial que los une."",0.0 ";;;;;;;;
"P956,""¿Pueden los padres de una niña, niño o adolescente comparecer ante los oficios de un Notario, a efecto que éste elabore un acta notarial en la que ambos padres autorizan a su hija o hijo menor de 15 años para viajar solo fuera del país?"",Artículo 72 inc. 2 y 3 de la Ley Crecer Juntos para la Protección Integral de la Primera Infancia Niñez y Adolescencia.,""No, ya que el Notario no está facultado para emitir dichas autorizaciones."",0.0,""No, la ley determina que los menores de edad deben viajar acompañados de sus padres, con uno de ellos o con un adulto responsable debidamente autorizado."",0.0,""Si, pues la legislación especializada en materia de niñez y adolescencia permite se extiendan este tipo de instrumento."",1.0,Ninguna de las respuestas es correcta.,0.0 ";;;;;;;;
"P957,Son algunas facultades previstas por la ley para el Curador de la Herencia Yacente:,Art. 489 del CC.,""Custodia y conservación de los efectos de la sucesión, cobro de créditos y pago de deudas de la herencia."",1.0,""Representación del demandado durante el proceso, y representación del heredero en la aceptación de la herencia."",0.0,""Defensa oral y técnica del demandante, a fin de darle continuidad a un proceso judicial."",0.0,Ninguna opción es correcta.,0.0 ";;;;;;;;
P958,El ejercicio del derecho de opción en una sucesión hereditaria implica lo siguiente:,Art. 1155 del CC.,Obligación para cualquier asignatario de aceptar la herencia.,0.0,Obligación para cualquier asignatario de renunciar a la herencia.,0.0,Obligación de cualquier interesado de que se le cumpla con una deuda hereditaria.,0.0,Obligación de cualquier asignatario para aceptar o repudiar una herencia.,1.0 ;;;;;;;;
"P959,El contrato de permuta en la legislación civil según su forma de perfeccionamiento ¿Es consensual o solemne?,Art. 1688 del CC.,Es solemne.,0.0,Es un contrato consensual exclusivamente.,0.0,""Por regla general es solemne, y por excepción consensual."",0.0,""Por regla general es consensual y solemne cuando se trata de bienes inmuebles, entre otros casos previstos en la ley."",1.0 ";;;;;;;;
"P960,""En las diligencias de aceptación de herencia tramitadas en la vía notarial, el documento final que contiene la declaratoria definitiva de herederos es el siguiente:"",Art. 19 numeral 4° del LENJVOD.,Aviso notarial.,0.0,Testimonio de la Escritura de Protocolización de la declaratoria definitiva de herederos.,1.0,Testimonio de la Escritura Pública de traspaso del derecho de propiedad.,0.0,Escritura matriz de protocolización de la declaratoria definitiva de heredero.,0.0 ";;;;;;;;
"P961,""La notificación de la existencia de un crédito deberá realizarse a los herederos del deudor fallecido, o al curador de la herencia yacente según sea el caso, y dicha tramitación puede seguirse:"",""Arts. 1257 del CC, y 28 de la LENJVOD."",Únicamente ante juez competente.,0.0,Únicamente ante Notario.,0.0,""Por parte del acreedor, dejando constancia de la misma"",0.0,Ante notario o juez del domicilio de los requeridos,1.0 ";;;;;;;;
"P962,""Conforme a lo contemplado en la Ley Orgánica Judicial el emplazamiento o la notificación del decreto de embargo y demanda que lo motiva, en el caso del Proceso Especial Ejecutivo, lo pueden llevar a cabo:"",""Art. 70 numeral 7° LOJ, y 183 del CPCM."",El notificador y el secretario del tribunal.,1.0,Un auxiliar del juez.,0.0,Un colaborador judicial,0.0,Por notario,0.0 ";;;;;;;;
"P963,""Una persona llega a su oficina y le comenta que va a salir del país y que va necesitar dejar como apoderado a su primo para que venda una casa de su propiedad, fije el precio y haga la tradición del dominio. Así mismo, le externa que el quisiera que su primo la pudiera adquirir. A lo que usted le indica:"",""Que de conformidad a los Arts.1902 y 1904 Del Código Civil, puede conferir el poder al primo, y a la vez autorizarle para que él lo compre."",Que constituya un usufructo a favor del primo.,0.0,""Que de conformidad a la Ley, al primo solo podría donarle la casita, por el parentesco."",0.0,Que el apoderado en ningún caso puede comprar lo que le han mandado vender,0.0,""Que puede otorgarle un mandato para vender el inmueble a través de un poder especial y adicional, deberá autorizarlo para que pueda adquirir la casa, caso contrario no podrá comprarla."",1.0 ";;;;;;;;
"P964,En qué caso se redacta la razón de cierre de un libro de protocolo,Art. 23 Ley de notariado,Cuando el notario haya sido suspendido por la Corte Suprema de Justica,0.0,""En caso de extravío, destrucción o inutilización parcial"",0.0,Cuando no se haya utilizado el libro y termine el año de su vigencia,0.0,Todas son correctas,1.0 ";;;;;;;;
P965,Son características de los títulos valores,Art. 632 y siguientes Código de Comercio,Incorporación,0.0,Literalidad,0.0,Autonomía,0.0,Todos son correctos,1.0 ;;;;;;;;
"P966,En las asignaciones modales se llama cláusula resolutoria a,Artículo 1071 del Código Civil,""La que impone la obligación de restituir la cosa y los frutos, si no se cumple el modo"",1.0,La que termina con la obligación si no se cumple el modo,0.0,La que no impone obligación alguna de restituir la cosa,0.0,Todas las opciones son correctas,0.0 ";;;;;;;;
"P967,""María Teresa desea comprar una casa, pero solicita que su mejor amiga Lisseth, comparezca como testigo en el instrumento de compraventa que otorgara ante sus oficios  usted como notario le explica que"",Artículo 32 numero 3° Ley de Notariado,""No es posible, pues la ley no exige testigos para el otorgamiento de una compraventa"",0.0,Que no hay ningún problema y que la compraventa puede ser otorgada con la comparecencia de un solo testigo,0.0,""Que la ley exige que cuando en un instrumento comparezcan testigos, siempre deben hacerlo en un mínimo de dos"",1.0,Ninguna opción es correcta,0.0";;;;;;;;
"P968,""¿Cuáles son los requisitos que se deben pedir para constituir, transformar o disolver una sociedad de acciones simplificadas?"",Art. 305-A del Código de Comercio,""Ninguno, pues a partir de reformas realizadas al código de comercio, ya no se otorga escritura de Disolución"",1.0,Los mismos que pata constituir cualquier sociedad,0.0,""Cuando la disolución sea decretada judicialmente, el actor tiene derecho a hacerla publicar e inscribir en el Registro de Comercio"",0.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P969,""El Endoso con la cláusula “en garantía”, confiere al endosatario los derechos y obligaciones de acreedor prendario respecto al título endosado y a los derechos incorporados, comprendiendo las facultades del endoso al cobro"",Artículo 668 del Código de Comercio,""No, pues no es posible realizar un endoso con cláusula en garantía"",0.0,No es posible puesto que las facultades del endoso al cobro no son compatibles con una clausula en garantía,0.0,ninguna es correcta,0.0,""La afirmación planteada es perfectamente posible, pues el endoso con cláusula en garantía si comprende las facultades del endoso al cobro"",1.0 ";;;;;;;;
"P970,""Es un conjunto de sociedades caracterizado por el hecho que más de un 50% de sus respectivos capitales accionarios, es propiedad de una sociedad controladora, la cual es también miembro del conglomerado"",Artículo 113 de La Ley Bancos,Conglomerado Financiero,1.0,Conglomerado Bursátil,0.0,Conglomerado Accionario,0.0,Todas las opciones son correctas,0.0 ";;;;;;;;
"P971,¿Es posible que Juan A. demande a los herederos de Domingo Pérez después de una sentencia firme condenatoria?,Artículo 960 del Código Civil,""Si, pues no solamente se heredan derechos sino también obligaciones, y si hay una sentencia condenatoria debe pagarse"",1.0,""Una de las causales de extinción de las obligaciones es la muerte, en consecuencia no tienen sentido demandar a los herederos pues la obligación ya está extinta"",0.0,""No es posible demandar a herederos, más que por deudas de los causantes, no por procesos pendientes o no resueltos"",0.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P972,""Una persona que cuenta con 28 años de posesión pacífica, quieta e ininterrumpida sobre un inmueble, le pregunta si encontrándose en esta situación puede vender el inmueble y Usted le responde:"",""Arts. 745, 756 y 2239 Código Civil."",""Que la persona que vende debe hacer tradición y en este caso, el vendedor no podría hacer la tradición porque no es el dueño"",0.0,Que los poseedores pueden vender su posesión sobre el inmueble con la finalidad de sumar la suya con la del comprador y así adquirir por prescripción adquisitiva,1.0,Que si puede vender porque no hay ninguna disposición legal que lo prohiba,0.0,Que no puede vender el inmueble porque solo los propietarios pueden vender,0.0 ";;;;;;;;
"P973,Ahora le pregunta si hay alguna manera de ser el dueño absoluto del inmueble y responde:,Art. 771 No. 4 y 2251 CC.,""Que no es posible porque para ser dueño, su padre debió habérselo entregado exclusivamente desde el inicio"",0.0,Que si es posible si su padre fallece dejándole por testamento el usufructo sobre el inmueble,0.0,Que si es posible si su padre le hace donación del usufructo sobre el inmueble,0.0,""Usted le informa que si es posible, a través de prescripción adquisitiva extraordinaria del derecho de usufructo sobre el inmueble"",1.0 ";;;;;;;;
"P974,¿Qué ley autoriza a los abogados a examinar libros de protocolo en la Corte Suprema de Justicia?,""Art. 111, 4ª LOJ"",Ley Orgánica Judicial,1.0,El Arancel Judicial,0.0,Ley de Notariado,0.0,Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y de otras diligencias,0.0 ";;;;;;;;
"P975,El término “minuta” en materia notarial significa:,""Art. 32, 2° LN"",Un índice de la escritura,0.0,Un deseo del otorgante,0.0,Una cláusula especial solicitada por el otorgante,0.0,Un resumen de su intención en el idioma del otorgante,1.0 ";;;;;;;;
P976,¿Cuál será la consecuencia inmediata que debe soportar un notario que no devuelve un libro de protocolo vencido?,Art. 25 LN,Multa,0.0,Comunicar a la Fiscalía General para que lo investigue,0.0,No autorizarle el siguiente libro,1.0,Suspenderlo por incumplimiento de sus deberes,0.0 ;;;;;;;;
P977,¿Puede un libro de protocolo presentarse como prueba en un juicio civil para demostrar la existencia de una escritura?,Art. 63 Ley del Arancel Judicial.,No,0.0,Sí,0.0,Sólo por requerimiento judicial,0.0,Sólo si lo pide el mismo notario,1.0 ;;;;;;;;
"P978,¿En qué documento debe constar la facultad de librar cheques a nombre de otra persona?,Artículo 802 Código de Comercio,""En poder especial, en poder general con cláusula especial, mediante registro de la firma en la tarjeta que al efecto lleva la institución bancaria"",1.0,Únicamente en poder especial,0.0,Únicamente en poder general con cláusula especial,0.0,Solamente mediante registro de la firma en la tarjeta que al efecto lleva la institución bancaria,0.0 ";;;;;;;;
P979,¿Qué sociedades no están sujetas a quiebra?,Artículos 500 inciso final y 20 Código de Comercio,Las sociedades en liquidación y las irregulares,0.0,Las sociedades colectivas y comanditas simples,1.0,Las sociedades de personas,0.0,Todas las sociedades están sujetas a quiebra,0.0 ;;;;;;;;
"P980,¿Qué sanción corresponde al notario que no notifique a los signatarios de una letra de cambio “sin protesto” cuando ésta no haya sido aceptada o no pagada?,Artículo 763 Código de Comercio,""Es responsable de los daños y perjuicios causados por su negligencia, hasta el límite del importe de la letra"",1.0,""Ninguna, pues el responsable es el último tenedor de la letra"",0.0,Será responsable solidariamente,0.0,Ninguna alternativa es correcta,0.0 ";;;;;;;;
"P981,¿Puede un notario autorizar la aceptación de un contrato mercantil cuya oferta inició en Australia?,Artículo 966 Código de Comercio,""No, no existe la contratación entre partes ausentes"",0.0,""Sí, es como si fuese entre partes presentes"",0.0,""Sí, se permite la contratación por correspondencia"",1.0,""Sí, el consentimiento se perfecciona mediante la oferta y la aceptación"",0.0 ";;;;;;;;
P982,¿Cuáles son los títulos descontables?:,Artículo 1120 (1) Código de Comercio,Los títulos valores,0.0,Los quedan,0.0,Los títulos valores de contenido crediticio a la orden,1.0,Las letras de cambio con protesto,0.0 ;;;;;;;;
"P983,¿Debe confirmarse el fideicomiso en el testamento del fideicomitente?,""Artículo 1234, III Código de Comercio"",""No, el fideicomiso solo es testamentario"",0.0,""No, se perfecciona en vida de éste"",0.0,""Sí, el fideicomiso se perfecciona con la muerte del fideicomitente"",0.0,""Sí, en el caso de los fideicomisos mixtos"",1.0 ";;;;;;;;
P984,Los sellos de notario deberán tener un diámetro de:,Artículo 2 del Reglamento para la Autorización de Sellos de Abogado y Notario,tres centímetros,1.0,dos punto cinco centímetros,0.0,cinco centímetros,0.0,tres punto cinco centímetros,0.0 ;;;;;;;;
"P985,""Dentro de un expediente matrimonial, como parte del legajo de anexos del libro de protocolo, ¿Qué documentos básicos deben agregarse en el caso de contrayentes solteros?"",Artículo 29 del Código de Familia,Acta prematrimonial y certificación de partidas de nacimiento,0.0,""Acta prematrimonial, certificación de partidas de nacimiento y testimonio de la escritura"",1.0,""Acta prematrimonial, certificación de partidas de nacimiento, testimonio de la escritura y fotocopia del DUI de los contrayentes"",0.0,Únicamente el acta prematrimonial,0.0 ";;;;;;;;
"P986,""Juan Arcadio acude a su oficina y le pide ayuda con un problema que tiene en una escritura, ya que por error se consignó que el inmueble está ubicado en Cantón El Gavilán, del municipio El Carmen, departamento de La Unión, siendo correcto que dicho inmueble es de la ubicación de Cantón Las Pitas, Jurisdicción de El Carmen, departamento de La Unión, que tipo de instrumento debe otorgar"",""Art. 8 y 9 de Ley de Procedimientos Uniformes para la presentación, tramite y registro o depósito de instrumentos en los registros de la propiedad raíz e hipotecas, social de inmuebles, de comercio y de propiedad intelectual"",Se debe otorgar acta notarial de declaracion jurada y presentarla al registro que corresponda.,0.0,Escritura de rectificacion en la que conste la ubicación correcta relacionando los documentos catastrales que acrediten la ubicación correcta.,1.0,""Documento privado con firma autenticada, en la que conste la ubicación correcta."",0.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P987,""El matrimonio en El Salvador puede ser celebrado por los notarios, conforme a las formalidades establecidas en los Arts. 16 y 17 del Código de Familia. La única sanción posible por la infracción de estas formalidades es la penal conforme al Art. 285 CP"",Art. 20 Código de Familia.,Es correcto el enunciado en su totalidad,0.0,""Es correcto, varias pueden generar doble castigo"",0.0,""No es correcto, el inobservar estas disposiciones acarrea una multa de"",1.0,$114.29,0.0 ";;;;;;;;
"P988,Cómo debería proceder usted:,Art. 22 literal c de la ley Transitoria del Registro del Estado Familiar y de los Regímenes Patrimoniales del Matrimonio.,Inicia diligencias de proceso familiar de filiación ineficaz a fin de que se deje sin efecto un asiento (el primero) y quede vigente el segundo.,0.0,Se constituye a la Alcaldia municipal de Quelepa para proceder a la eliminación del asiento.,0.0,La refiere a la PGR,0.0,""Inicia un proceso Familiar de Nulidad a fin de que se deje sin efecto uno de ellos, a partir del que se haya formado su identidad."",1.0 ";;;;;;;;
"P989,""Respecto a la actuación notarial con base a la Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y de Otras Diligencias, existen algunas limitantes, entre ellas están:"",""Según el art. 17 de la Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y de Otras Diligencias el notario no puede conocer de las Diligencias de Apertura de Testamento Cerrado, si él mismo autorizó el testamento."",Debe formar expediente de todas y cada una de las Diligencias que tramita en base a la Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y Otras Diligencias,0.0,""Que no puede tramitar ante sus oficios ninguna Diligencia, que se refiere a hechos que ocurrieron antes de la vigencia de la Ley del Ejercicio Notarial de la Jurisdicción Voluntaria y Otras Diligencias"",0.0,Que no puede realizar el Tramite de Diligencias de Apertura de Testamento Cerrado en caso de que el testamento cerrado lo hubiese autorizado él mismo.,1.0,No puede conocer en ningún caso en Diligencias en las que entre los interesados hay un menor adulto.,0.0 ";;;;;;;;
"P990,""¿Por qué se dice que el derecho notarial tiene como característica, que actúa dentro de la fase """"normal"""" del derecho?"",Art. 1 y 3 Ley del Notariado.,""Porque el objetivo final del notariado es evitar la informalidad, la cual es """"anormal""""."",0.0,Porque para el ejercicio del notariado no deben existir intereses subjetivos en conflicto.,1.0,""Porque el notariado se ejerce en base a las normas jurídicas. Fase """"normal"""" significa fase """"normada""""  o sea que el notario se auxilia de las normas para ejercer su funcion."",0.0,Porque un notario resuelve los conflictos que normalmente se presentan entre las personas.,0.0";;;;;;;;
"P991,""El Juez, en ese caso:"",Art. 457 Código Procesal Civil y Mercantil,""Actúo mal, porque procesalmente hablando lo que procede es la inadmisibilidad, pero no la improponibilidad, ya que esa demanda se puede volver a presentar si No se subsana ese error."",0.0,""Estaría bien si la nulidad la hubiese alegado la parte interesada, pero como es No nulidad relativa, no se puede declarar de oficio."",0.0,""Tiene razón, el art. 9 de la Ley del Notariado prohibe especialmente a los No notarios documentos como ese, en los que consta que han recibido dinero."",1.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P992,En qué supuestos deberá el Notario proceder a redactar la razón de cierre de su libro de protocolo:,Art. 21 relacionado con Art. 61 Ley del Notariado.,Cuando se agotan las hojas de un libro de protocolo,0.0,Cuando se haya utilizado el libro y termine el año de su vigencia.,0.0,""En caso de destrucción, extravío o inutilización parcial del libro de protocolo."",0.0,Todas son correctas,1.0 ";;;;;;;;
"P993,¿Cuál es el valor probatorio de las declaraciones juradas en un procedimiento administrativo sancionador?,""Art. 50 LN, 331, 332 CPCM"",Plena prueba,0.0,Prueba tasada,0.0,No tiene valor probatorio,1.0,Semi plena,0.0 ";;;;;;;;
"P994,""Ante usted comparece el vendedor PP, y los compradores A, B y C, representados por XX y le piden les autorice una compraventa de un inmueble por sesenta mil dólares  usted como notario, le exige que previo a elaborar la compraventa le presenten haber cancelado el impuesto a la transferencia de bienes raíces, a lo cual se niega la sra XX, pues que el acto que solicita no genera el impuesto."",Art. 2 y 4 de la Ley de Impuestos sobre la Transferencia de Bienes Raíces.,""No les elabora el instrumento, pues si lo hace puede incurrir en responsabilidades de diferentes tipos, que no va a asumir."",0.0,""Lo elabora, pero consigna la negativa de los compradores, diciendo que les explicó la obligación tributaria que tienen, y no obstante no haberla cumplido, lo autoriza porque así se lo piden."",0.0,""Analiza y concluye que, la base imponible se divide el valor total del bien, objeto de la compraventa determinado como valor real o comercial, entre el"",1.0,""No la elabora, porque existe disposición legal, que le obliga a exigir, que los compradores deben pagar el impuesto a la trasferencia de bienes raíces, cuando el precio del inmueble a adquirir sobrepasa la cantidad de $ 28.571.42"",0.0";;;;;;;;
"P995,""Ante usted en calidad de notario, llega el señor J. A con el objeto de realizar una transacción cuyo monto es de 32.000 dólares de los Estados Unidos de América. ¿Usted qué hace?"",Art. 2 y 9 de la Ley de Lavado de Dinero y Activos.,Lo interroga sobre la procedencia del dinero y como no le da una respuesta satisfactoria no autoriza el instrumento solicitado.,0.0,Autoriza el instrumento que contiene el acto jurídico y procede a extender el testimonio,0.0,""Autoriza el instrumento, extiende el testimonio respectivo y dentro del plazo de 5 días hábiles remite escrito a la UIF, informando de la transacción."",1.0,""Autoriza el instrumento, extiende el testimonio respectivo y al finalizar el año natural, durante el primer mes del siguiente año envía a la UIF, el escrito informando de la transacción."",0.0 ";;;;;;;;
"P996,""Toda modificación del acuerdo de la unión de personas o de sociedad de hecho por cambios de sus integrantes, representante, aportes o participaciones deberá informarse a la administración tributaria dentro del plazo de 10 días hábiles contados a partir del día siguiente de la modificación, por formularios bajo las especificaciones técnicas que establezca la administración tributaria, adjuntando."",art. 86 inc. 7° del Código Tributario,La copia certificada por notario de la modificación de la escritura pública o del documento en el que consta el acuerdo.,1.0,La copia de la modificación de la escritura pública o del documento en el que consta el acuerdo,0.0,Solo debe informarse a la Administración Tributaria.,0.0,""No se debe adjuntar ningún documento, basta que se informe."",0.0 ";;;;;;;;
"P997,Un activo digital tiene las siguientes características:,art. 3 Ley de emisión de activos digitales,""pueden ser poseídos, intercambiados, transferidos, negociados y promovidos por personas naturales y jurídicas."",1.0,""son títulos valores que pueden ser poseídos, intercambiados, transferidos, negociados y promovidos por personas naturales y jurídicas."",0.0,son regidos por la Ley de mercado de valores,0.0,son regidos por el Código de Comercio,0.0 ";;;;;;;;
"P998,""Usted se ha desempeñado en los últimos quince años como asistente en la oficina jurídica del Notario Funes. De forma repentina, el Notario Funes fallece y el libro de protocolo queda en su poder. ¿Qué hace usted?"",art. 1 D.L. 870 que reforma Ley de Notariado,Lo entrega a su familia,0.0,Lo entrega a la Corte Suprema de Justicia,0.0,Cualquiera puede ser correcta,0.0,Lo entrega a la sección del Notariado o a la Oficina Regional de la sección de notariado correspondiente.,1.0 ";;;;;;;;
